"X","a1","d","g","u"
"X820",1.0,-3.09026295835069,0.0,1
"X821",1.0,-4.097664300425352,0.0,1
"X822",1.0,0.3749373704712672,0.0,1
"X823",1.0,-2.386784806485429,0.0,1
"X824",1.0,-0.438514051900237,0.0,1
"X825",0,0,0,1
"X826",0,0,0,1
"X827",0,0,0,1
"X828",1.0,-2.129311739126499,0.0,1
"X829",1.0,-1.1972344577078573,0.0,1
"X830",1.0,1.7059872409890338,0.0,1
"X831",0,0,0,1
"X832",0,0,0,1
"X833",1.0,-0.5026985970282809,0.0,1
"X834",0,0,0,1
"X835",1.0,-2.386784806485429,0.0,1
"X836",0,0,0,1
"X837",0,0,0,1
"X838",0,0,0,1
"X839",1.0,-3.3431441748572746,0.0,1
"X840",1.0,-1.2751015699768815,0.0,1
